q,,,,,,,,,,,,,,,,,,,,,,,,
Timestamp,"Participation Invitation
We kindly invite you to share your experiences and opinions by completing this survey. The questionnaire will only take a few minutes of your time, and your insights will play a key role in enhancing the relevance and appeal of YNE’s free training programs.
Before we proceed, please confirm your consent to participate by answering the following question:
Do you consent to participate in this online survey?",Age,Gender,Sub City ,Education Level ,Employment Status,Do you have a Telegram account? ,Have you ever heard about The Youth Network Ethiopia (YNE)?,"If yes, how did you first learn about YNE? (Check all that apply)","If your answer to Question 2 is YES, and you were to participate in YNE training, which factors would be most important to you?",How do you access the internet? (Select all that apply),Which social media platforms have you used for online training purposes? (Select all that apply),How likely are you to join a free online training program offered by YNE?,What would be the most significant barriers for you to participate in free training sessions? (Select all that apply),Would you be interested in training sessions on the following topics? (Select all that apply),What motivates you to consider joining a free training program? (Select all that apply),What type of training delivery do you prefer? (Select all that apply),What is your preferred time for attending online training sessions?,How often would you prefer  free online training sessions to be offered?,Would you be more likely to attend free training sessions if they offered certification?,What topics or skills would you like free online training sessions to focus on?,How do you evaluate the overall questionnaire preparation?,What feedback and recommendations do you have for improving the questionnaire?,Area of Collection
1/24/2025 8:22:38,"Yes, I consent to participate.",18,Female,Kolfe Keranio,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,2,Lack of time,"Entrepreneurship and business management, Personal development",To gain new skills,"Live sessions with Q&A, Virtual workshops or webinars",Evening (4 PM–8 PM),Monthly,2,Life skill and career ,5,No,4 kilo
1/24/2025 8:31:05,"Yes, I consent to participate.",24,Male,Arada,Tertiary Education (Undergraduate),Student,Yes,No,,,Public Wi-Fi,"Telegram, WhatsApp, YouTube, Facebook, TikTok",1,Lack of time,"Career development, Digital skills","To gain new skills, Personal interest","Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,1,Yes,5,Good,4 kilo
1/24/2025 8:37:16,"Yes, I consent to participate.",18,Male,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Public Wi-Fi","Telegram, YouTube",5,Lack of time,Personal development,"To gain new skills, Personal interest","Live sessions with Q&A, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,5,Psychology ,5,Its great,4 kilo
1/24/2025 8:43:08,"Yes, I consent to participate.",18,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,Yes,"Social media (e.g., Facebook, Instagram)",Interactive sessions,"Mobile data, Home Wi-Fi",Telegram,2,"Lack of awareness, Lack of time","Career development, Entrepreneurship and business management, Personal development","To gain new skills, Networking opportunities, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Discussion forums or group chats, Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,1,Self development ,1,I've nothing to say on this.,4 kilo
1/24/2025 8:57:31,"Yes, I consent to participate.",16,Female,Lemi Kura,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,YouTube,4,"Lack of time, Topics not aligning with personal/career interests","Entrepreneurship and business management, Personal development","To gain new skills, Personal interest, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Podcasts or audio materials",Evening (4 PM–8 PM),Weekly,4,In presonal development ,5,It's really nice,4 kilo
1/24/2025 9:30:09,"Yes, I consent to participate.",25,Male,Yeka,Vocational/Technical Education,Full time,Yes,No,,,"Mobile data, Public Wi-Fi","YouTube, TikTok",1,Lack of awareness,Digital skills,Certification upon completion,Pre-recorded videos,Afternoon (12 PM–4 PM),Daily,1,Electrical installation ,5,Good,4 kilo
1/24/2025 9:30:12,"Yes, I consent to participate.",27,Male,Arada,Completed Degree,Part time,Yes,No,,,Home Wi-Fi,YouTube,1,Lack of time,Personal development,Certification upon completion,Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,2,Business ,4,Good,4 kilo
1/24/2025 9:35:57,"Yes, I consent to participate.",37,Male,Arada,Completed Degree,Full time,Yes,Yes,"Social media (e.g., Facebook, Instagram)",none,Mobile data,WhatsApp,3,"Lack of time, Topics not aligning with personal/career interests","Entrepreneurship and business management, Personal development",Personal interest,Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,3,Personal Development ,4,Good,4 kilo
1/24/2025 9:36:47,"Yes, I consent to participate.",19,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","YouTube, Chrome(coursera)",4,Lack of time,Entrepreneurship and business management,"To gain new skills, Networking opportunities","Live sessions with Q&A, Pre-recorded videos, Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,4,Bussines administration ,4,It is good because it's friendly ,4 kilo
1/24/2025 9:39:19,"Yes, I consent to participate.",35,Female,Arada,Vocational/Technical Education,Full time,Yes,No,,,Mobile data,Telegram,2,Nothing ,Personal development,Personal interest,"Live sessions with Q&A, Podcasts or audio materials",Evening (4 PM–8 PM),Bi-weekly,2,Mindset,4,Good,4 kilo
1/24/2025 9:46:40,"Yes, I consent to participate.",20,Male,Kolfe Keranio,Tertiary Education (Undergraduate),Student,Yes,Yes,Friends/Peers,none,"Mobile data, Home Wi-Fi","Telegram, YouTube",2,Lack of time,Entrepreneurship and business management,Networking opportunities,"Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Weekly,2,Business ,3,Good,4 kilo
1/24/2025 9:48:10,"Yes, I consent to participate.",30,Male,Ledeta,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,2,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,2,Enterpreneurship ,5,Good,4 kilo
1/24/2025 9:53:07,"Yes, I consent to participate.",30,Female,Ledeta,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,3,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Networking opportunities, Certification upon completion",In-person training sessions (if applicable),Evening (4 PM–8 PM),Weekly,2,Enterpreneurship ,5,Good,4 kilo
1/24/2025 9:54:39,"Yes, I consent to participate.",17,Female,Gullele,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,None,1,None,Personal development,Networking opportunities,Live sessions with Q&A,Morning (8 AM–12 PM),Bi-weekly,2,Marketing ,3,Good,4 kilo
1/24/2025 10:04:09,"Yes, I consent to participate.",22,Female,Gullele,Vocational/Technical Education,Student,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,2,Poor internet access,Personal development,"To gain new skills, Certification upon completion",Live sessions with Q&A,Evening (4 PM–8 PM),Bi-weekly,2,How to become rich,4,How is this applicable ,4 kilo
1/24/2025 10:16:40,"Yes, I consent to participate.",17,Female,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi",Telegram,2,"Lack of awareness, Poor internet access","Digital skills, Entrepreneurship and business management, Personal development",To improve career prospects,Pre-recorded videos,Morning (8 AM–12 PM),Bi-weekly,3,Leadership ,4,Good,4 kilo
1/24/2025 10:18:17,"Yes, I consent to participate.",20,Male,Arada,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Public Wi-Fi","Telegram, YouTube, TikTok",1,"Lack of awareness, Topics not aligning with personal/career interests","Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, Personal interest, Certification upon completion","Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Weekly,1,I would prefer to learn that will be useful in this time like tecnlogy stuff ,5,Overall it's good,4 kilo
1/24/2025 10:23:35,"Yes, I consent to participate.",20,Male,Addis Ketema,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,YouTube,1,Topics not aligning with personal/career interests,Film making ,To improve career prospects,Discussion forums or group chats,Evening (4 PM–8 PM),Weekly,2,Film making ,5,Good,4 kilo
1/24/2025 10:28:31,"Yes, I consent to participate.",25,Male,Kolfe Keranio,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","LinkedIn, Telegram, WhatsApp, YouTube",3,"Poor internet access, Lack of time, Topics not aligning with personal/career interests","Career development, Digital skills, Entrepreneurship and business management, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Self-paced online modules",Evening (4 PM–8 PM),Weekly,1,System integration,5,That,4 kilo
1/24/2025 10:30:10,"Yes, I consent to participate.",20,Male,Gullele,Secondary Education (Grades 9–12),Student,Yes,No,,,Mobile data,Five million coders ,1,Lack of time,"Digital skills, Personal development","To gain new skills, Networking opportunities, Certification upon completion",Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,1,AI,5,Good,4 kilo
1/24/2025 10:32:03,"Yes, I consent to participate.",22,Female,Kolfe Keranio,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","LinkedIn, Telegram, WhatsApp, YouTube, Facebook, Twitter/X",2,Poor internet access,Digital skills,To improve career prospects,"Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Daily,2,Business ,3,Good,4 kilo
1/24/2025 10:44:57,"Yes, I consent to participate.",25,Female,Kolfe Keranio,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,"Telegram, YouTube",3,Lack of time,"Career development, Digital skills",To gain new skills,Virtual workshops or webinars,Evening (4 PM–8 PM),Weekly,1,Self development ,3,Good,4 kilo
1/24/2025 10:50:00,"Yes, I consent to participate.",22,Male,Bole,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","LinkedIn, YouTube, Coursera",4,"Lack of time, Topics not aligning with personal/career interests",Personal development,"To gain new skills, Personal interest","Live sessions with Q&A, Interactive quizzes or activities, In-person training sessions (if applicable), Blended (combination of online and in-person)",Morning (8 AM–12 PM),Weekly,4,Self-discovery,5,None,4 kilo
1/24/2025 10:51:31,"Yes, I consent to participate.",41,Female,Arada,Vocational/Technical Education,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",YouTube,3,Lack of time,Entrepreneurship and business management,Personal interest,Pre-recorded videos,Afternoon (12 PM–4 PM),Bi-weekly,2,Business ,4,Good,4 kilo
1/24/2025 10:55:17,"Yes, I consent to participate.",22,Male,Ledeta,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,5,"Topics not aligning with personal/career interests, ",Entrepreneurship and business management,To gain new skills,Self-paced online modules,Evening (4 PM–8 PM),Monthly,5,Online work,5,Good,4 kilo
1/24/2025 10:55:23,"Yes, I consent to participate.",20,Female,Ledeta,Secondary Education (Grades 9–12),Full time,Yes,No,,,Home Wi-Fi,"Telegram, TikTok",3,Lack of time,Personal development,Networking opportunities,Pre-recorded videos,Evening (4 PM–8 PM),Bi-weekly,2,Marketing ,4,Good,4 kilo
1/24/2025 11:00:06,"Yes, I consent to participate.",22,Male,Addis Ketema,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, None of the above",4,Lack of time,"Digital skills, Entrepreneurship and business management",Personal interest,Virtual workshops or webinars,Evening (4 PM–8 PM),Bi-weekly,2,Digital skills,4,.,4 kilo
1/24/2025 11:05:25,"Yes, I consent to participate.",41,Male,Gullele,Vocational/Technical Education,Full time,Yes,No,,,Mobile data,TikTok,2,Lack of awareness,Entrepreneurship and business management,To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Daily,1,Etrade,5,It is good,4 kilo
1/24/2025 11:09:14,"Yes, I consent to participate.",20,Male,Bole,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,LinkedIn,3,Lack of time,Entrepreneurship and business management,Networking opportunities,Podcasts or audio materials,Afternoon (12 PM–4 PM),Weekly,3,Graphics design ,5,Good,4 kilo
1/24/2025 11:10:15,"Yes, I consent to participate.",28,Female,Gullele,Completed Degree,Full time,Yes,No,,,Mobile data,None of the above,3,Lack of time,Career development,To gain new skills,Pre-recorded videos,Evening (4 PM–8 PM),Daily,2,Business ,4,Good ,4 kilo
1/24/2025 11:14:23,"Yes, I consent to participate.",33,Female,Arada,Secondary Education (Grades 9–12),Full time,Yes,No,,,"Mobile data, Public Wi-Fi","Telegram, TikTok",3,Lack of time,Career development,To gain new skills,"Reading materials (e.g., PDFs, guides)",Afternoon (12 PM–4 PM),Bi-weekly,3,Make up,4,Good,4 kilo
1/24/2025 11:18:11,"Yes, I consent to participate.",16,Female,Arada,Secondary Education (Grades 9–12),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, TikTok",2,"Poor internet access, Lack of time",Personal development,"To improve career prospects, Personal interest","Live sessions with Q&A, Pre-recorded videos",Afternoon (12 PM–4 PM),Weekly,1,Dropshiping,5,Good,4 kilo
1/24/2025 11:19:40,"Yes, I consent to participate.",22,Female,Gullele,Tertiary Education (Undergraduate),Student,Yes,No,,,Mobile data,Telegram,2,Lack of time,Entrepreneurship and business management,Networking opportunities,"Live sessions with Q&A, In-person training sessions (if applicable)",Afternoon (12 PM–4 PM),Weekly,1,Growth ,4,Good,4 kilo
1/24/2025 11:25:44,"Yes, I consent to participate.",35,Male,Arada,Completed Degree,Full time,Yes,No,,,Home Wi-Fi,None of the above,1,Lack of awareness,Entrepreneurship and business management,To improve career prospects,"Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats",Evening (4 PM–8 PM),Bi-weekly,1,Social media content creation and advertising ,5,Good,4 kilo
1/24/2025 11:35:40,"Yes, I consent to participate.",26,Female,Arada,Completed Degree,Full time,Yes,No,,,Mobile data,Telegram,3,Lack of awareness,"Digital skills, Personal development","To gain new skills, To improve career prospects, Personal interest, Networking opportunities, Certification upon completion","Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Podcasts or audio materials, In-person training sessions (if applicable)",Evening (4 PM–8 PM),Weekly,1,Digital skill,3,Good,4 kilo
1/24/2025 11:38:01,"Yes, I consent to participate.",20,Male,Addis Ketema,Tertiary Education (Undergraduate),Student,Yes,No,,,"Mobile data, Home Wi-Fi","Telegram, YouTube",1,Lack of time,"Digital skills, Entrepreneurship and business management",To gain new skills,"Live sessions with Q&A, Pre-recorded videos",Evening (4 PM–8 PM),Daily,3,Software ,5,Continue with your work ,4 kilo
1/24/2025 11:41:17,"Yes, I consent to participate.",27,Male,Arada,"Postgraduate Education (Master’s, Doctoral Level)",Full time,Yes,No,,,Mobile data,Telegram,1,Lack of time,Entrepreneurship and business management,To gain new skills,Interactive quizzes or activities,Evening (4 PM–8 PM),Weekly,2,Business enterprenourship,4,Good,4 kilo
1/24/2025 11:43:32,"Yes, I consent to participate.",17,Male,Yeka,Secondary Education (Grades 9–12),Student,Yes,No,,,Home Wi-Fi,Telegram,2,Poor internet access,Career development,Networking opportunities,"Reading materials (e.g., PDFs, guides)",Morning (8 AM–12 PM),Weekly,1,4x trading,4,It was good,4 kilo
1/24/2025 11:45:31,"Yes, I consent to participate.",32,Female,Arada,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi",Telegram,1,Lack of time,Career development,Networking opportunities,In-person training sessions (if applicable),Evening (4 PM–8 PM),Bi-weekly,2,About life,4,Good,4 kilo
1/24/2025 11:49:06,"Yes, I consent to participate.",24,Female,Kolfe Keranio,Completed Degree,Full time,Yes,No,,,Mobile data,"Telegram, Facebook, TikTok",2,Lack of time,Personal development,Networking opportunities,"Reading materials (e.g., PDFs, guides)",Evening (4 PM–8 PM),Bi-weekly,2,Humanity ,4,Good ,4 kilo
1/24/2025 11:54:34,"Yes, I consent to participate.",20,Male,Lemi Kura,Tertiary Education (Undergraduate),Student,Yes,No,,,Home Wi-Fi,Telegram,3,Lack of time,Entrepreneurship and business management,"To gain new skills, To improve career prospects, Certification upon completion","Live sessions with Q&A, Pre-recorded videos, Discussion forums or group chats",Evening (4 PM–8 PM),Weekly,2,Enterpreneurship and digital skill,5,Good,4 kilo
1/24/2025 12:00:43,"Yes, I consent to participate.",31,Male,Yeka,Completed Degree,Full time,Yes,No,,,"Mobile data, Home Wi-Fi, Public Wi-Fi","LinkedIn, Telegram, WhatsApp, YouTube, Facebook, Twitter/X, TikTok",1,"Lack of awareness, Lack of time, Topics not aligning with personal/career interests",Professional training ,Professional training ,"Live sessions with Q&A, Pre-recorded videos, Reading materials (e.g., PDFs, guides), Interactive quizzes or activities, Discussion forums or group chats, Podcasts or audio materials, Self-paced online modules, Virtual workshops or webinars, In-person training sessions (if applicable), Blended (combination of online and in-person)",Evening (4 PM–8 PM),Weekly,1,IT Related ,5,Keep doing such a nice working ,4 kilo
